Displacement (mm),Force (KN)
0.0,-0.00013333333333333236
0.05,0.029556666666666676
0.1,0.05663333333333334
0.15000000000000002,0.08295000000000002
0.2,0.11003333333333334
0.25,0.13819629629629632
0.30000000000000004,0.1683666666666667
0.35000000000000003,0.20017333333333337
0.4,0.2332952380952381
0.45,0.267
0.5,0.30117777777777777
0.55,0.3356888888888889
0.6000000000000001,0.37052500000000016
0.65,0.40569333333333335
0.7000000000000001,0.4409380952380953
0.75,0.4764600000000001
0.8,0.5122666666666666
0.8500000000000001,0.5484750000000002
0.9,0.5842857142857143
0.9500000000000001,0.6200000000000001
1.0,0.6554333333333335
1.05,0.6904250000000001
1.1,0.7247500000000001
1.1500000000000001,0.7592592592592594
1.2000000000000002,0.7929250000000001
1.25,0.8263952380952382
1.3,0.8592333333333335
1.35,0.8879250000000001
1.4000000000000001,0.9149200000000001
1.4500000000000002,0.9393333333333335
1.5,0.7835
1.55,0.7906
1.6,0.8032481481481477
1.6500000000000001,0.7474857142857141
1.7000000000000002,0.6060866666666668
1.75,0.6145428571428571
1.8,0.5701
1.85,0.5741
1.9000000000000001,0.4527030303030303
1.9500000000000002,0.45977500000000004
2.0,0.4667
