Displacement (mm),Force (KN)
0.0,-0.0003
0.05,0.00897499999999999
0.1,0.018725000000000002
0.15000000000000002,0.03326666666666669
0.2,0.051620000000000034
0.25,0.07477142857142857
0.30000000000000004,0.1010666666666667
0.35000000000000003,0.1297125
0.4,0.15895000000000006
0.45,0.18981250000000005
0.5,0.22462857142857143
0.55,0.2619000000000001
0.6000000000000001,0.3006571428571429
0.65,0.33998
0.7000000000000001,0.3795444444444446
0.75,0.41893749999999996
0.8,0.458688888888889
0.8500000000000001,0.4984714285714286
0.9,0.5387000000000002
0.9500000000000001,0.5794571428571429
1.0,0.6197
1.05,0.6601333333333333
1.1,0.6996428571428571
1.1500000000000001,0.7392333333333335
1.2000000000000002,0.7792857142857145
1.25,0.8176999999999998
1.3,0.8547857142857144
1.35,0.8897
1.4000000000000001,0.9157083333333335
1.4500000000000002,0.9421571428571429
1.5,0.9343400000000001
1.55,0.9357714285714286
1.6,0.9322111111111112
1.6500000000000001,0.7852142857142858
1.7000000000000002,0.8054714285714286
1.75,0.78307
1.8,0.5528142857142857
1.85,0.5646
1.9000000000000001,0.581875
1.9500000000000002,0.5915500000000001
2.0,0.5957
